fecha,nombre,area,circuito,estructura,lat,long,observaciones,apoyoTipo,apoyoCantidad,configuracion,disposicion,altura,característicasPlaca,avifauna,avifaunaEquiposcrucetaSup,crucetaInf,bayonetaTipo,bayonetaObservaciones,templeteCant,templeteAvifauna,aisladorTipo,aisladorA,aisladorB,aisladorC,dpsA,dpsB,dpsC,seccionador,equiposAdicionalessptBajante,sptConexion,sptCantidad,sptEstado,medR,medP,fotoPath,,,,,
5/29/2025 15:01,,R4,Ponyo-R4 ,P-036,4.3476984,-72.7335938,Estructura en retención con cadena de aisladores de 8 discos en la fase de la mitad ,P,1,Retención,14,1050,Sí,Grapas ,1,,Doble,,2,2,Cadenas de aisladores,null,null,null,null,null,null,No,linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_150700_4753569827215432871.jpg,,,,,,
5/29/2025 14:55,,Ponyo ,Ponyo-R4 ,P-037,4.3476984,-72.7335938,Estructura en retención con derivación para cambio de ángulo, 1 dps de la mitad ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,P,1,Retención,16,1350,Sí,grapas y templetes ,1,1,Doble,,3,3,Cadenas de aisladores,null,null,null,0,1,0,No,linepost y 1 dps ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_150143_7445427825552574936.jpg,,,,,,,,,,,,,
5/29/2025 14:50,,Ponyo ,Ponyo-R4 ,P-038,4.3476984,-72.7335938,Estructura en retención con cadena de aisladores de 8 discos en fase de la mitad y 2 dps en fases externas ,P,1,Retención,16,1050,Sí,Grapas y dps,1,,Doble,,2,2,Cadenas de aisladores,null,null,null,1,0,1,No,linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_145433_5558482283258642060.jpg,,,,,,
5/29/2025 14:47,,Ponyo ,Ponyo-R4 ,P-039,4.3476984,-72.7335938,Estructura de paso con cruceta superior con cadena de aisladores en suspensión sin uso evidente ,P,1,Otro,14,1050,Sí,Aisladores ,1,1,Sencilla,,null,null,Pin,1,1,1,null,null,null,No,cadena de aisladores en suspensión sin uso evidente ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_145021_6184141875368580535.jpg,,,,,,
5/29/2025 14:43,,Ponyo ,Ponyo-R4 ,P-040,4.3476984,-72.7335938,Estructura de paso con cruceta superior con cadena de aisladores en suspensión sin uso evidente ,P,1,Otro,14,null,Sí,Aisladores ,1,1,Sencilla,,null,null,Pin,1,1,1,null,null,null,No,cadena de aisladores en suspensión sin uso evidente ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_144743_3622816633804010688.jpg,,,,,,
5/29/2025 14:41,,Ponyo ,Ponyo-R4 ,P-041,4.3476984,-72.7335938,Estructura de paso con cruceta superior con cadena de aisladores en suspensión sin uso evidente y 1 dps para la fase de la mitad ,P,1,Otro,14,1050,Sí,Aisladores y dps ,1,1,Sencilla,,null,null,Pin,1,1,1,0,1,0,No,cadena de aisladores en suspensión sin uso evidente y 1 dps ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_144331_3450000803746010005.jpg,,,,,,
5/29/2025 14:35,,Ponyo ,Ponyo-R4 ,P-042,,,,P,1,Retención,14,null,Sí,Grapas y templetes,1,,Doble,,3,3,Cadenas de aisladores,null,null,null,1,0,1,No,2 dps y linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_144107_7264488766267989405.jpg,,,,,,
5/29/2025 14:31,,Ponyo ,Ponyo-R4 ,P-043,4.3476984,-72.7335938,Estructura de paso con cruceta superior con cadena de aisladores en suspensión sin uso evidente ,P,1,Otro,14,1050,Sí,Aisladores ,1,1,Sencilla,,null,null,Pin,1,1,1,null,null,null,No,cadena de aisladores en suspensión sin uso evidente ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_143516_1989869781990899385.jpg,,,,,,
5/29/2025 14:27,,Ponyo ,Ponyo-R4 ,P-044,4.3476984,-72.7335938,Estructura de paso con cruceta superior con cadena de aisladores en suspensión sin uso evidente y 1 dps en fase de la mitad ,P,1,Otro,14,1050,Sí,Aisladores ,1,,Sencilla,,null,null,Aislador,1,1,1,0,1,0,No,cadena de aisladores en suspensión sin uso evidente ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_143100_2828500916098751842.jpg,,,,,,
5/29/2025 14:22,,Ponyo ,Ponyo-R4 ,P-045,4.3476984,-72.7335938,Estructura retención con cadena de aisladores de 8 discos en fase de la mitad y 2 dps en fases externas ,P,1,Retención,14,null,Sí,Grapas ,1,,Doble,,3,3,Cadenas de aisladores,null,null,null,1,0,1,No,2 dps y linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_142640_3569643057688721960.jpg,,,,,,
5/29/2025 14:19,,Ponyo ,Ponyo-R4 ,P-046,4.3476984,-72.7335938,Estructura de paso con cruceta superior con cadena de aisladores en suspensión sin uso evidente ,P,1,Otro,14,1050,Sí,Aisladores ,1,1,Sencilla,,null,null,Pin,1,1,1,null,null,null,No,Cadena de aisladores en suspensión sin uso evidente ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_142245_3392926549090818085.jpg,,,,,,
5/29/2025 14:14,,Ponyo ,Ponyo -R4 ,P-947,4.3476984,-72.7335938,Estructura de paso con cruceta superior con cadena de aisladores en suspensión sin uso evidente ,P,1,Otro,14,null,Sí,Aisladores ,1,1,Sencilla,,null,null,Pin,1,1,1,null,null,null,Sí,cadena de aisladores en suspensión sin uso evidente ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_141923_2847975976524967997.jpg,,,,,,
5/29/2025 14:09,,Ponyo ,Ponyo-R4 ,P-048,4.3476984,-72.7335938,Estructura de paso con cruceta superior con cadena de aisladores sin uso evidente ,P,1,Otro,14,1050,Sí,Aisladores ,1,1,Sencilla,,null,null,Pin,1,1,1,null,null,null,No,Cadena de aisladores sin uso evidente ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_141356_7845289115660867384.jpg,,,,,,
5/29/2025 14:06,,Ponyo ,Ponyo-R4 ,P-049,4.3476984,-72.7335938,Estructura en retención usada como paso, con 2 dps,P,1,Retención,14,1050,Sí,Grapas ,1,,Doble,,1,1,Cadenas de aisladores,null,null,null,1,0,1,No,linepost y 2 dps ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_140847_3376746353878817317.jpg,,,,,
5/29/2025 14:02,,Ponyo ,Ponyo-R4 ,P-050,4.3476984,-72.7335938,,P,1,Retención,14,1050,Sí,Grapas ,1,,Doble,,1,1,Cadenas de aisladores,null,null,null,null,null,null,No,linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_140423_3866846708211845347.jpg,,,,,,
5/29/2025 13:59,,Ponyo ,Ponyo-R4 ,P-051,4.3476984,-72.7335938,Estructura en retención usada como de paso ,P,1,Retención,14,null,Sí,Grapas ,1,,Doble,,null,null,Cadenas de aisladores,null,null,null,null,null,null,No,linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_140207_2599217621221603712.jpg,,,,,,
5/29/2025 13:56,,Ponyo ,Ponyo-R4 ,P-052,4.3476984,-72.7335938,Estructura en retención ,P,1,Retención,14,null,Sí,Grapas y dps ,1,,Doble,,null,null,Cadenas de aisladores,null,null,null,1,0,1,No,2 dps y linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_135923_6799626718709450806.jpg,,,,,,
5/29/2025 13:51,,Ponyo ,Ponyo-R4 ,P-053,4.3476984,-72.7335938,Estructura en retención con Cadena de aisladores de 7 discos únicamente en un costado del circuito de la mitad para mantener espacio al dps,P,1,Retención,14,1050,Sí,Grapas ,1,,Doble,,1,null,Cadenas de aisladores,null,null,null,0,1,0,No,linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_135603_7718619326095945896.jpg,,,,,,
5/29/2025 13:47,,Ponyo ,Ponyo-R4 ,P-054,4.3476984,-72.7335938,,P,1,Otro,14,null,Sí,Aisladores ,1,,Sencilla,,null,null,Pin,1,1,1,null,null,null,No,,null,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_135118_4966104742045652412.jpg,,,,,,
5/29/2025 13:41,,Ponyo ,Ponyo-R4 ,P-055,4.3476984,-72.7335938,,P,1,Otro,14,1050,Sí,Aisladores,1,,Sencilla,,null,null,Pin,1,1,1,null,null,null,No,,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_134644_8673034791603158087.jpg,,,,,,
5/29/2025 13:36,,Ponyo ,Ponyo-R4 ,P-056,4.3476984,-72.7335938,Estructura en retención con derivación para cambio de ángulo ,P,1,Retención,14,1050,Sí,Grapas ,1,1,Doble,,2,2,Cadenas de aisladores,null,null,null,1,1,1,No,Dps y linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_134103_8566367019606310245.jpg,,,,,,
5/29/2025 13:33,,Ponyo ,Ponyo-R4 ,P-057,4.3476984,-72.7335938,,P,1,Retención,14,1050,Sí,Grapas,1,,Doble,,2,2,Cadenas de aisladores,null,null,null,null,null,null,No,linepost ,1,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_133647_6792041280144362013.jpg,,,,,,
5/29/2025 13:29,,Ponyo ,Ponyo -R4 ,P-058,4.3476984,-72.7335938,Estructura en derivación para cambio de ángulo, 2 niveles de crucetas ,P,1,Retención,14,null,Sí,Grapas ,null,,Doble,,2,2,Cadenas de aisladores,null,null,null,null,null,null,No,linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_133254_4478233415385643357.jpg,,,,,
5/29/2025 13:22,,Ponyo ,Ponyo -R4 ,P-059,4.3476984,-72.7335938,Estructura de paso ,P,1,Otro,14,1050,Sí, Aisladores ,1,,Sencilla,,null,null,Aislador,1,1,1,null,null,null,No,,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_132852_718152561367039341.jpg,,,,,,
5/29/2025 11:54,,Ponyo ,Ponyo - R4,P-40b,4.3476984,-72.7335938,Estructura P-40b es una estructura de tres postes con dos juegos de pt y 1 de ct, con reconectador Noja y dos juegos de seccionadores monopolares ,P,1,Otro,14,null,Sí,Grapas, crucetas y reconectador ,3,2,Doble,Bayoneta solo en el poste de la mitad ,1,1,Cadenas de aisladores,null,null,null,1,1,1,Sí,Pt, ct, reconectador, seccionadores monopolares, linepost ,3,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_132202_136793534350056513.jpg
5/29/2025 11:46,,ponyo ,kitaro -ponyo ,P-41b,4.3476984,-72.7335938,Estructura en retención con cruceta inferior para seccionadores monopolares y subterranización,P,1,Retención,14,null,Sí,grapas ,1,1,Doble,,null,null,Cadenas de aisladores,null,null,null,null,null,null,Sí,linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_115428_8028929747988986950.jpg,,,,,,
5/29/2025 11:39,,Ponyo ,Kitaro -ponyo ,P-39b,4.3476984,-72.7335938,Condiciones similares a la estructura 38b,P,1,Retención,14,1050,Sí,grapas y crucetas ,1,1,Doble,,2,2,Cadenas de aisladores,null,null,null,null,null,null,No,linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_114353_5554892380199036354.jpg,,,,,,
5/29/2025 11:25,,Ponyo ,kitaro -ponyo ,p-38b,4.3476984,-72.7335938,Estructura en retención con derivación a dos niveles, cruceta superior con cadenas de aisladores que llevan el circuito kitaro -ponyo y el circuito inferior es alimentación de ponyo y está con aisladores de distribución de 8 campanas y doble linepost en los puentes y la cruceta en bandera,P,1,Retención,14,1050,Sí,Grapas ,1,1,Doble,,2,null,Cadenas de aisladores,null,null,null,null,null,null,No,linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_113213_3489566892022621792.jpg,,,,,
5/29/2025 11:19,,Ponyo ,Ponyo 3,P- 44b,4.3476984,-72.7335938,Estructura indicada como Ponyo 3 _ Tagueada como P-44b. Estructura en derivación hacia pórtico Ponyo 2 ,P,1,Otro,14,1050,Sí,Grapas ,2,,Doble,Bayonetas cortas ,1,0,Cadenas de aisladores,null,null,null,null,null,null,No,linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_112505_1066024139273866676.jpg,,,,,,
5/29/2025 11:12,,ponyo ,kitaro -ponyo ,P-43b,4.3480413,-72.7349726,Estructura indicada como Ponyo 2 - Tagueada como P-43b. Estructura de paso con 1 dps ,P,1,Otro,14,750,Sí,Aisladores ,1,,Sencilla,,null,null,Aislador,1,1,1,0,1,0,No,1 dps,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_111841_6509353774060614180.jpg,,,,,,
5/29/2025 11:02,,ponyo,Ponyo 1 ,P-42b,4.3480413,-72.7349726,Estructura indicada como Ponyo 1 es la P-42b,P,1,Retención,14,1050,Sí,grapas y puentes,1,,Doble,,2,2,Cadenas de aisladores,null,null,null,1,0,1,No,2 dps,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_111155_8499497625990600369.jpg,,,,,,
5/29/2025 10:55,,ponyo ,Kitaro- ponyo ,P-37b,4.344016,-72.724239,Estructura con tres niveles de crucetas para derivación a Ponyo 1, 2 y 3 y otro para continuar a R4,P,1,Retención,14,1350,Sí,grapas ,2,1,Doble,,2,2,Cadenas de aisladores,null,null,null,null,null,null,No,linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_110138_1520293310393144995.jpg,,,,,
5/29/2025 10:51,,ponyo ,kitaro -ponyo ,P-36b,4.344016,-72.724239,,P,1,Retención,12,1050,Sí,Grapas ,1,,Doble,,2,2,Cadenas de aisladores,null,null,null,null,null,null,No,linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_105511_4739705838980265817.jpg,,,,,,
5/29/2025 10:47,,ponyo ,kitaro -ponyo ,P-35b,4.344016,-72.724239,,P,1,Otro,12,510,Sí,Aisladores ,1,,Sencilla,,null,null,Pin,1,1,1,null,null,null,No,,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_105102_2441226171790178111.jpg,,,,,,
5/29/2025 10:43,,ponyo ,kitaro -ponyo ,P-34b,4.344016,-72.724239,Estructura de paso con 1 dps en fase de la mitad ,P,1,Otro,12,510,Sí,Aisladores ,1,,Sencilla,,null,null,Pin,1,1,1,0,1,0,No,1 dps,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_104720_1132207361445915588.jpg,,,,,,
5/29/2025 10:39,,ponyo ,kitaro -ponyo ,P-33b,4.344016,-72.724239,Estructura de paso con cruceta superior para 2 dps ,P,1,Otro,12,510,Sí,Aisladores ,1,1,Sencilla,,null,null,Pin,1,1,1,1,0,1,No,2 dps,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_104239_849312509971072331.jpg,,,,,,
5/29/2025 10:38,,ponyo ,kitaro -ponyo ,P-32b,4.344016,-72.724239,,P,1,Retención,12,1050,Sí,grapas ,1,,Doble,,1,1,Aislador,null,null,null,null,null,null,No,linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_103933_5682650873446170000.jpg,,,,,,
5/29/2025 10:34,,ponyo ,kitaro -ponyo ,P-31b,4.344016,-72.724239,,P,1,Retención,14,1350,Sí,grapas ,1,,Doble,,1,null,Cadenas de aisladores,null,null,null,null,null,null,No,linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_103756_3169237698099990394.jpg,,,,,,
5/29/2025 10:29,,ponyo ,kitaro -ponyo ,P-30b,4.344016,-72.724239,,P,1,Otro,14,1050,Sí,Aisladores ,1,,Sencilla,,null,null,Pin,1,1,1,0,1,0,No,1dps,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_103238_1349948407643088194.jpg,,,,,,
5/29/2025 10:26,,ponyo ,kitaro -ponyo ,P-29b,4.344016,-72.724239,,P,1,Retención,14,1350,Sí,Grapas ,1,,Doble,,2,2,Cadenas de aisladores,null,null,null,1,0,1,No,linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_102857_1654399956892168836.jpg,,,,,,
5/29/2025 10:21,,ponyo ,kitaro -ponyo ,P-28b,4.344016,-72.724239,,P,1,Retención,14,1350,Sí,grapas ,1,,Doble,,2,2,Cadenas de aisladores,null,null,null,null,null,null,No,linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_102604_7536012972668764454.jpg,,,,,,
5/29/2025 10:17,,ponyo ,kitaro -ponyo ,P-27b,4.344016,-72.724239,,P,1,Otro,14,null,Sí,Aisladores ,1,,Sencilla,,null,null,Pin,1,1,1,null,null,null,No,,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_102106_440500365156357914.jpg,,,,,,
5/29/2025 10:15,,ponyo ,kitaro -ponyo ,P-26b,4.344016,-72.724239,,P,1,Otro,14,1050,Sí,aisladores ,1,,Sencilla,,null,null,Pin,1,1,1,null,null,null,No,,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_101704_6087013665900711442.jpg,,,,,,
5/29/2025 10:10,,kitaro ,kitaro -ponyo ,P-25b,4.344016,-72.724239,Estructura de retención con 1 dps en la fase de la mitad ,P,1,Retención,14,1350,Sí,grapas y dps ,1,,Doble,,1,null,Cadenas de aisladores,null,null,null,0,1,0,No,linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_101500_1693593977334683380.jpg,,,,,,
5/29/2025 10:02,,kitaro ,kitaro -ponyo ,P-24b,4.344016,-72.724239,Estructura en retención con derivación en dos niveles de crucetas y 2 dps en fases de los extremos ,P,1,Retención,12,1050,Sí,grapas,null,,Doble,,1,1,Cadenas de aisladores,null,null,null,1,0,1,No,2 dps y linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_100912_1463826280761664219.jpg,,,,,,
5/29/2025 9:59,,kitaro ,kitaro -ponyo ,P-23b,4.344016,-72.724239,,P,1,Otro,12,510,Sí,Aisladores ,1,,Sencilla,,null,null,Pin,1,1,1,null,null,null,No,,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_100231_4114383585035613112.jpg,,,,,,
5/29/2025 9:54,,kitaro ,kitaro -ponyo ,P-22b,4.344016,-72.724239,Estructura de paso con 1 dps en la fase de la mitad (quitar dps que no va en la estructura 20b),P,1,Otro,12,510,Sí,Aisladores y dps,1,,Sencilla,,null,null,Pin,1,1,1,0,1,0,No,1 dps,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_095823_9132705476917176778.jpg,,,,,,
5/29/2025 9:50,,kitaro ,kitaro -ponyo ,P-21b,4.344016,-72.724239,Estructura de paso con cruceta superior con 2 dps,P,1,Otro,12,510,Sí,Aisladores ,1,1,Sencilla,,null,null,Pin,1,1,1,1,0,1,No,,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_095413_5060998276320219061.jpg,,,,,,
5/29/2025 9:45,,kitaro ,kitaro -ponyo ,P-20b,4.344016,-72.724239,Estructura en retención con cadena de aisladores de 7 discos en fase de la mitad y 1 dps,P,1,Retención,12,1050,Sí,Grapas ,1,,Doble,,2,null,Cadenas de aisladores,null,null,null,0,1,0,No,linepost y 1 dps,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_094858_1121545397108757117.jpg,,,,,,
5/29/2025 9:41,,kitaro ,kitaro -ponyo ,P-019b,4.344016,-72.724239,,P,1,Otro,12,510,Sí,Aisladores ,1,,Sencilla,,null,null,Pin,1,1,1,null,null,null,No,,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_094416_7562873366769988161.jpg,,,,,,
5/29/2025 9:38,,kitaro ,kitaro -ponyo ,P-18b,4.344016,-72.724239,Estructura de paso ,P,1,Otro,12,510,Sí,Aisladores ,1,,Sencilla,,null,null,Pin,1,1,1,null,null,null,No,,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_094117_6866115209231656029.jpg,,,,,,
5/29/2025 9:33,,kitaro ,kitaro -ponyo ,P-17b1,4.344016,-72.724239,Estructura de paso con 1 dps,P,12,Otro,12,1050,Sí,,null,,Sencilla,,null,null,Aislador,1,1,1,0,1,0,No,1 dps,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_093709_4049766190504539419.jpg,,,,,,
5/29/2025 9:28,,kitaro ,kitaro -ponyo ,P-17b,4.341448,-72.7165725,Estructura en retención con cadena de aisladores de 7 discos en circuito de la mitad y 2 dps en fases externas ,P,1,Retención,12,1050,Sí,grapas y dps ,1,1,Doble,Bayonetas cortas ,3,3,Cadenas de aisladores,null,null,null,2,0,2,No,linepost y 2 dps,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_093236_4069446730928445085.jpg,,,,,,
5/29/2025 9:25,,kitaro ,kitaro -ponyo ,P-16b,4.341448,-72.7165725,,P,1,Otro,12,510,Sí,Aisladores ,1,,Sencilla,,null,null,Aislador,1,1,1,null,null,null,No,,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_092809_2440575202835686927.jpg,,,,,,
5/29/2025 9:23,,kitaro ,kitaro -ponyo ,P-15b,4.341448,-72.7165725,Estructura de paso ,P,1,Otro,12,510,Sí,Aisladores ,1,,Sencilla,,null,null,Pin,1,1,1,null,null,null,No,,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_092508_9165801710102767758.jpg,,,,,,
